date,ws_1,ws_2,ws_3,ws_4,di_1,di_2,di_3,di_4
1/1/2007 1:00,4.041,4.419,5.386,5.211,333.792,335.133,339.517,351.567
1/1/2007 2:00,3.82,4.036,5.188,5.176,345.25,327.167,332.175,345.908
1/1/2007 3:00,3.16,3.839,5.009,4.788,329.233,306.292,339.775,347.617
1/1/2007 4:00,3.37,2.839,4.304,3.792,333.317,336.817,344.792,344.108
1/1/2007 5:00,3.562,3.57,3.645,3.375,327.892,321.575,336.75,336.142
1/1/2007 6:00,3.406,3.567,3.268,3.129,317.675,314.858,335.342,340.092
1/1/2007 7:00,3.736,2.915,2.901,2.828,335.417,307.533,330.9,323.624
1/1/2007 8:00,3.423,2.585,2.525,2.86,337.317,337,321.912,65.462
1/1/2007 9:00,1.894,2.254,2.781,2.955,325.692,322.005,22.061,37.357
1/1/2007 10:00,1.083,1.305,3.016,2.527,241.928,57.689,58.508,60.017
1/1/2007 11:00,3.091,2.346,4.093,4.037,93.675,114.092,106.667,98.825
1/1/2007 12:00,4.081,4.135,4.119,4.293,118.617,131.842,120.408,124.3
1/1/2007 13:00,4.592,5.117,4.387,4.248,134.558,146.933,138.167,138.783
1/1/2007 14:00,4.615,5.453,4.698,4.85,138.583,149.525,140.383,143.1
1/1/2007 15:00,4.523,5.279,4.696,5.019,138.6,158.517,149.492,139.708
1/1/2007 16:00,4.492,5.029,4.495,4.879,138.558,159.875,153.55,134.342
1/1/2007 17:00,3.965,4.052,3.837,4.231,130.458,144.3,148.675,127.3
1/1/2007 18:00,3.584,3.167,3.109,3.527,112.408,124.817,119.35,114.258
1/1/2007 19:00,4.008,2.998,3.689,3.43,108.508,115.417,98.25,107.325
1/1/2007 20:00,4.153,2.809,2.958,3.228,110.842,119.883,102.783,117.508
1/1/2007 21:00,3.076,2.598,1.764,2.72,121.183,126.142,97.733,120.5
1/1/2007 22:00,3.509,2.827,2.631,2.506,117.05,125.975,99.308,113.017
1/1/2007 23:00,2.94,2.214,2.252,2.749,116.208,141.967,112.233,97.108
1/2/2007 0:00,1.56,1.448,1.453,1.726,113.642,161.017,135,73.54
1/2/2007 1:00,1.67,1.911,1.053,1.008,211.7,180.833,180.142,168.792
1/2/2007 2:00,1.123,1.265,2.258,1.893,291.117,227.333,238.158,274.092
1/2/2007 3:00,1.046,1.145,1.122,1.164,32.195,224.117,232.875,311.475
1/2/2007 4:00,0.836,1.493,0.114,0.652,141.398,219.175,162.917,99.757
1/2/2007 5:00,1.373,1.535,1.432,1.679,319.717,237.25,261.533,277.467
1/2/2007 6:00,1.644,1.641,1.952,1.661,298.903,226.408,272.308,306.417
1/2/2007 7:00,0.842,1.763,0.526,1.045,314.721,216.25,269.575,153.404
1/2/2007 8:00,0.227,1.696,0.814,0.071,206.225,223.35,251.6,20.578
1/2/2007 9:00,0.003,1.417,0.976,0.117,29.417,268.125,201.667,48.021
1/2/2007 10:00,0.134,2.013,0.989,0.759,91.233,227,240.392,149.667
1/2/2007 11:00,1.046,2.873,2.122,1.903,171.133,235.958,248.7,191.158
1/2/2007 12:00,2.34,3.137,2.595,2.381,180.658,229.358,227.525,175.8
1/2/2007 13:00,2.207,3.64,3.417,2.786,192.117,206.825,208.533,186.258
1/2/2007 14:00,2.096,3.436,3.383,2.27,179.508,197.425,216.292,188.292
1/2/2007 15:00,2.062,3.379,2.851,2.333,177.558,197.817,203.158,169.708
1/2/2007 16:00,2.667,3.546,3.047,2.638,200.05,212.3,197.308,170.7
1/2/2007 17:00,2.537,3.3,3.222,2.777,191.6,186.983,194.617,181.142
1/2/2007 18:00,2.256,2.794,2.548,2.86,180.175,168.575,188.792,173.575
1/2/2007 19:00,1.685,3.07,2.292,2.665,152.208,156.55,158.375,164
1/2/2007 20:00,2.359,3.31,2.554,2.556,144.233,154.883,148.867,155.967
1/2/2007 21:00,3.149,3.544,2.765,3.394,157.708,165.683,159.333,160.942
1/2/2007 22:00,3.343,4.823,3.064,3.963,167.2,164.683,168.758,168.608
1/2/2007 23:00,2.903,4.051,3.518,4.005,177.042,177.275,174.892,181.8
1/3/2007 0:00,2.858,3.991,4.142,3.739,177.575,190.167,185.525,182.7
1/3/2007 1:00,3.523,4.484,3.993,3.89,186.842,205.375,192.617,194.558
1/3/2007 2:00,3.564,5.04,4.201,4.194,192.417,210.108,197.058,184.683
1/3/2007 3:00,3.59,4.761,3.713,4.081,200.058,212.192,225.817,188.933
1/3/2007 4:00,3.344,4.832,2.82,4.244,204.575,211.15,220.175,197.733
1/3/2007 5:00,3.046,5.444,4.669,4.128,213.317,211.808,206.475,203.683
1/3/2007 6:00,3.176,5.998,3.619,3.74,239.575,213.667,219.55,234.417
1/3/2007 7:00,2.259,6.112,4.102,3.688,240.35,215.95,230.642,245.342
1/3/2007 8:00,2.339,6.243,4.233,4.458,243.375,224.092,227.733,231.883
1/3/2007 9:00,3.392,5.992,4.537,5.238,234.267,217.283,232.317,232.358
1/3/2007 10:00,4.134,6.682,5.648,5.959,232.042,214.742,225.358,230.725
1/3/2007 11:00,5.692,7.321,6.323,6.369,220.5,213.717,223.042,228.35
1/3/2007 12:00,6.252,8.943,8.346,6.918,217.492,204.033,216.95,217.9
1/3/2007 13:00,7.642,9.699,9.94,8.521,217.95,202.658,214.742,218.9
1/3/2007 14:00,8.15,9.178,8.541,10.705,204.108,205.858,218.075,206.225
1/3/2007 15:00,7.319,9.198,8.702,9.492,203.225,198.5,207.992,208.125
1/3/2007 16:00,7.43,8.015,8.727,8.683,193.275,197.392,203.008,199.458
1/3/2007 17:00,6.849,6.61,8.236,8.715,190.983,196.55,197.7,190.942
1/3/2007 18:00,5.819,5.868,6.3,6.893,184.083,186.717,193.1,188.05
1/3/2007 19:00,4.247,5.634,5.513,6.117,193.708,189.133,193.317,190.158
1/3/2007 20:00,3.938,5.9,4.127,4.533,202.1,197.958,205.85,205.9
1/3/2007 21:00,4.087,6.605,4.367,5.075,197.55,204.767,193.4,196.867
1/3/2007 22:00,3.653,6.191,4.569,5.157,196.108,201.475,198.475,183.883
1/3/2007 23:00,4.379,6.438,5.806,5.354,189.592,182.7,192.108,203.375
1/4/2007 0:00,5.032,6.865,5.472,5.605,209.283,201.133,204.875,207.383
1/4/2007 1:00,5.18,5.836,5.579,5.169,214.692,205.15,208.667,220.7
1/4/2007 2:00,4.9,4.923,4.786,4.715,216.167,193.25,220.533,224.858
1/4/2007 3:00,5.323,4.455,3.658,6.641,194.617,224.992,227.717,182.108
1/4/2007 4:00,5.96,4.994,6.44,7.478,181.217,173.267,178.567,196.417
1/4/2007 5:00,4.826,6.151,6.624,4.756,196.983,176.75,192.9,194.35
1/4/2007 6:00,5.335,5.73,5.139,3.905,230.542,185.833,204.333,198.942
1/4/2007 7:00,4.287,6.36,4.206,4.231,211.933,222.408,214.675,208.725
1/4/2007 8:00,4.019,6.357,3.741,4.049,206.358,225.075,201.35,184.992
1/4/2007 9:00,3.434,5.351,3.499,4.506,201.833,222.508,213.483,217.225
1/4/2007 10:00,3.936,4.597,4.164,5.863,227.2,231.7,216,236.658
1/4/2007 11:00,5.539,3.535,6.495,7.406,259.558,245.767,252.583,262.258
1/4/2007 12:00,6.709,4.983,4.503,7.357,282.992,276.608,262.933,280.033
1/4/2007 13:00,7.131,6.55,4.871,6.903,286,289.775,284.892,287.9
1/4/2007 14:00,7.076,6.299,6.87,7.353,288.325,317.317,305.067,298.008
1/4/2007 15:00,7.024,7.434,7.498,7.366,311.817,340.358,336.475,307.233
1/4/2007 16:00,6.488,6.665,7.822,7.548,324.775,347.225,350.292,332.2
1/4/2007 17:00,5.605,4.249,4.914,5.56,328.333,334.142,340.608,338.092
1/4/2007 18:00,4.921,4.023,4.006,4.467,303.042,297.575,300.733,305.425
1/4/2007 19:00,5.272,5.088,5.568,5.065,290.125,291.433,289.958,307.208
1/4/2007 20:00,4.907,4.766,4.926,4.718,299.917,285.65,305.75,298.033
1/4/2007 21:00,4.27,3.807,4.452,4.263,297.317,275.675,302.517,308.4
1/4/2007 22:00,5.103,3.128,3.229,4.082,276.8,248.917,284.917,279.217
1/4/2007 23:00,6.862,4.95,5.224,6.191,275.817,248.258,257.267,269.692
1/5/2007 0:00,5.654,5.372,5.458,5.21,277.242,258.267,261.042,265.958
1/5/2007 1:00,5.124,5.206,4.763,5.161,282.5,257.192,260.417,280.3
1/5/2007 2:00,5.015,5.574,4.462,5.543,270.45,243.075,256.217,274.567
1/5/2007 3:00,4.347,5.745,4.411,4.808,240.9,249.175,241.408,261.017
1/5/2007 4:00,3.885,6.68,5.981,5.284,271.208,256.133,247.808,245.958
1/5/2007 5:00,3.513,5.624,5.426,5.685,316.45,251.492,262.492,276.625
1/5/2007 6:00,2.86,4.71,4.811,4.991,318.483,261.575,267.45,276.183
1/5/2007 7:00,2.667,4.572,3.806,4.024,287.05,276.417,281.35,265.525
1/5/2007 8:00,3.757,4.453,4.565,4.113,290.925,267.692,282.708,288.233
1/5/2007 9:00,5.363,4.974,5.193,5.064,295.817,232.733,263.658,288.858
1/5/2007 10:00,4.128,7.703,5.983,5.134,275.133,261.283,258.7,257.625
1/5/2007 11:00,5.137,9.043,8.695,7.232,280.258,270.042,267.25,267.867
1/5/2007 12:00,7.729,9.428,10.328,10.061,285.875,271.908,273.4,279.883
1/5/2007 13:00,8.045,10.106,10.783,10.353,284.125,279.7,276.125,287.642
1/5/2007 14:00,8.878,8.077,9.262,9.318,286.275,321.775,294.608,296.3
1/5/2007 15:00,9.033,5.648,6.093,8.883,290.392,323.358,286.364,299.625
1/5/2007 16:00,8.653,8.6,8.789,7.875,298.967,62.544,237.491,295.267
1/5/2007 17:00,8.406,9.293,10.064,9.411,214.338,9.01,92.141,62.941
1/5/2007 18:00,9.598,10.217,10.933,9.654,17.013,64.976,67.656,11.799
1/5/2007 19:00,9.451,11.796,12.201,9.425,15.554,152.356,63.585,13.039
1/5/2007 20:00,10.312,11.374,11.054,10.151,12.128,10.429,11.194,15.537
1/5/2007 21:00,10.379,10.425,11.224,10.625,11.959,12.711,14.701,15.452
1/5/2007 22:00,10.243,10.09,10.828,10.043,13.383,15.896,16.645,14.968
1/5/2007 23:00,10.077,9.138,9.737,10.086,17.774,9.535,17.631,16.251
1/6/2007 0:00,10.28,10.042,10.479,10.47,16.088,12.472,12.058,15.145
1/6/2007 1:00,8.893,9.985,10.339,9.783,21.142,9.685,12.379,19.86
1/6/2007 2:00,7.946,9.153,10.089,9.198,26.233,12.278,16.962,14.264
1/6/2007 3:00,8.307,7.563,7.775,8.714,21.61,16.344,12.712,19.788
1/6/2007 4:00,5.834,6.786,6.208,6.705,18.338,122.247,182.341,16.053
1/6/2007 5:00,4.514,4.81,5.953,4.965,121.174,340.908,355.833,94.066
1/6/2007 6:00,4.732,4.611,5.724,5.019,325.251,340.492,341.95,355.775
1/6/2007 7:00,5.552,4.937,6.435,5.486,348.25,333.808,339.092,348.708
1/6/2007 8:00,5.787,4.455,6.199,5.823,340.575,328.092,333.942,345.042
1/6/2007 9:00,5.261,3.828,5.915,5.814,341.967,320.317,335.025,342.642
1/6/2007 10:00,5.342,3.993,5.326,5.397,348.558,321.267,333.392,349.492
1/6/2007 11:00,3.247,3.071,3.391,3.343,342.383,317.45,335.8,291.214
1/6/2007 12:00,1.815,1.383,1.384,1.778,117.723,201.105,193.333,207.967
1/6/2007 13:00,1.367,1.563,1.056,1.264,171.163,153.287,130.988,150.459
1/6/2007 14:00,1.594,3.144,2.418,1.84,247.675,204.183,183.717,194.783
1/6/2007 15:00,2.955,4.47,3.437,3.324,215.125,204.642,196.017,189.275
1/6/2007 16:00,4.1,5.721,4.668,3.841,199.408,202.792,205.433,214.908
1/6/2007 17:00,4.707,5.812,5.607,4.604,210.192,205.2,198.675,204.108
1/6/2007 18:00,4.066,5.088,5.054,4.297,221.858,215.275,207.742,218.592
1/6/2007 19:00,3.657,3.918,4.087,3.961,221.017,208.675,200.667,216.35
1/6/2007 20:00,3.593,4.989,4.461,4.396,218.9,203.758,196.467,194.892
1/6/2007 21:00,4.345,6.371,4.776,4.718,218.592,204.633,201.108,214.183
1/6/2007 22:00,5.184,6.732,5.36,4.809,226.108,211.125,210.525,215.117
1/6/2007 23:00,5.11,5.118,4.653,5.171,225.867,214.108,219.792,223.058
1/7/2007 0:00,5.111,5.343,5.312,5.719,225.508,216.825,210.933,220.142
1/7/2007 1:00,5.268,5.891,4.557,5.501,230.358,239.567,232.783,223.542
1/7/2007 2:00,6.715,6.517,5.249,5.408,256.525,271.167,259.983,238.983
1/7/2007 3:00,9.103,7.216,6.354,7.144,283.9,306.217,291.825,278.242
1/7/2007 4:00,8.56,7.039,8.318,7.793,307.983,331.783,328.717,309.15
1/7/2007 5:00,7.433,7.298,9.56,8.476,331.45,344.208,319.9,337.042
1/7/2007 6:00,8.495,8.198,10.222,11.081,323.684,266.467,179.809,267.22
1/7/2007 7:00,8.116,7.038,9.016,10.405,35.526,236.64,62.144,6.165
1/7/2007 8:00,6.261,5.305,7.251,7.881,93.139,350.233,353.625,93.905
1/7/2007 9:00,5.46,6.566,7.738,6.763,348.508,348.575,353.817,325.372
1/7/2007 10:00,6.625,9,10.542,9.07,295.454,351.692,353.508,238.582
1/7/2007 11:00,10.558,12.21,13.618,12.208,149.945,349.033,351.725,91.266
1/7/2007 12:00,11.51,12.312,12.953,12.088,323.963,321.616,351.025,265.679
1/7/2007 13:00,11.245,12.165,13.192,11.918,239.338,323.857,323.327,323.421
1/7/2007 14:00,9.316,10.795,11.623,10.423,315.968,150.787,265.771,354.3
1/7/2007 15:00,7.766,8.368,9.899,9.564,322.083,322.004,322.608,323.602
1/7/2007 16:00,6.48,6.223,7.677,8.059,293.42,317.853,318.451,353.825
1/7/2007 17:00,4.749,4.047,5.22,5.57,349.533,285.015,350.3,322.233
1/7/2007 18:00,2.471,2.114,2.661,2.979,240.203,283.897,321.965,349.35
1/7/2007 19:00,1.124,1.183,1.029,0.94,63.843,125.415,38.133,107.432
1/7/2007 20:00,1.341,2.067,1.714,1.485,135.15,130.467,125.175,101.738
1/7/2007 21:00,3.024,3.901,2.652,3.204,174.817,173.617,171.108,166.683
1/7/2007 22:00,4.148,5.07,3.866,4.603,205.208,190.7,195.217,190.85
1/7/2007 23:00,4.583,7.119,4.685,4.453,216.767,202.433,202.05,206.775
1/8/2007 0:00,4.389,7.209,5.929,6.123,225.242,207.242,202.992,208.858
1/8/2007 1:00,5.623,5.891,4.872,6.532,222.942,215.25,210.183,215.092
1/8/2007 2:00,5.47,7.466,4.716,5.263,229.758,222.975,203.983,215.9
1/8/2007 3:00,5.339,8.036,3.038,5.461,231.433,228.675,212.8,218.308
1/8/2007 4:00,4.597,7.86,3.776,5.913,233.925,235.7,233.25,228.542
1/8/2007 5:00,6.149,7.593,4.808,5.883,240.683,239.083,233.5,234.517
1/8/2007 6:00,4.568,5.592,5.593,5.487,233.675,233.575,241.8,229.375
1/8/2007 7:00,3.643,5.521,4.708,5.14,234.425,257.567,255.1,237.083
1/8/2007 8:00,2.982,3.904,4.125,5.106,264.85,255.358,263.35,243.975
1/8/2007 9:00,4.428,5.649,4.884,4.407,276.675,269.1,275.883,255.558
1/8/2007 10:00,5.878,5.189,4.14,6.483,277.442,277.875,276.758,274.183
1/8/2007 11:00,6.83,3.758,3.499,5.544,285.283,283.792,263.967,279.75
1/8/2007 12:00,5.409,3.64,2.944,5.715,285.8,326.942,301.367,291.483
1/8/2007 13:00,3.907,1.974,2.429,3.543,303.342,151.457,220.369,313.025
1/8/2007 14:00,2.376,2.894,2.982,2.151,170.331,49.167,39.842,184.134
1/8/2007 15:00,3.067,3.542,4.095,2.883,30.553,85.761,48.69,44.585
1/8/2007 16:00,4.496,4.429,5.864,4.039,76.302,64.532,63.291,58.459
1/8/2007 17:00,4.293,5.085,6.258,6.445,78.167,66.21,66.793,67.16
1/8/2007 18:00,5.502,4.291,4.765,6.017,77.15,89.758,84.437,75.875
1/8/2007 19:00,4.768,4.384,4.319,4.716,84.708,102.667,96.283,82.425
1/8/2007 20:00,4.181,3.931,4.305,4.411,92.675,114.675,98.167,84.375
1/8/2007 21:00,4.208,4.156,4.336,4.144,88.583,112.85,93.333,89.417
1/8/2007 22:00,3.269,3.606,3.837,3.429,92.033,116.5,91.375,89.067
1/8/2007 23:00,1.66,1.599,1.258,1.997,61.478,143.142,141.206,80.457
1/9/2007 0:00,2.206,1.757,1.209,2.134,291.679,155.692,303.5,333.3
1/9/2007 1:00,1.411,2.022,2.357,2.135,307.955,60.838,315.356,338.675
1/9/2007 2:00,2.866,3.26,2.656,3.319,132.963,301.896,316.743,37.184
1/9/2007 3:00,3.847,2.968,2.587,3.233,331.8,305.792,342.158,11.729
1/9/2007 4:00,3.245,3.414,2.812,2.982,321.042,310.658,344.1,8.807
1/9/2007 5:00,2.661,3.291,3.324,3.117,339.9,341.558,293.135,15.7
1/9/2007 6:00,2.037,2.967,2.723,2.395,285.963,323.825,294.211,68.549
1/9/2007 7:00,1.961,2.067,2.714,2.485,148.118,311.067,290.018,295.504
1/9/2007 8:00,3.205,1.846,2.66,2.543,337.833,120.362,12.191,77.573
1/9/2007 9:00,3.089,0.979,2.724,2.349,317.2,47.598,59.663,24.941
1/9/2007 10:00,1.522,1.749,2.412,1.16,303.558,132.933,104.742,169.355
1/9/2007 11:00,2.36,4.671,5.126,5.077,164.183,157.242,134.117,117.225
1/9/2007 12:00,5.307,5.627,5.463,5.91,136.583,165.917,153.325,135.75
1/9/2007 13:00,5.405,6.47,5.347,6.267,149.767,174.567,169.017,149.283
1/9/2007 14:00,5.251,6.904,5.621,5.856,160.35,173.95,173.408,158.725
1/9/2007 15:00,6.162,7.078,5.909,6.215,169.508,183.908,178.475,171.833
1/9/2007 16:00,6.425,7.316,6.428,6.83,182.942,186.517,183.933,178.75
1/9/2007 17:00,6.158,7.714,7.385,6.954,182.392,185.817,190.1,179.675
1/9/2007 18:00,3.649,5.991,5.606,4.691,172.875,181.008,183.175,173.175
1/9/2007 19:00,3.791,6.355,4.444,5.032,175.283,178.025,170.7,172.417
1/9/2007 20:00,3.759,5.796,4.152,5.241,178.142,171.267,169.917,171.25
1/9/2007 21:00,3.946,6.739,5.867,5.262,182.158,177.508,184.483,173.8
1/9/2007 22:00,4.195,7.356,3.577,5.579,179.533,178.825,173.908,168.817
1/9/2007 23:00,3.707,8.259,3.811,5.219,178.133,182.992,181.733,173.475
1/10/2007 0:00,4.398,7.928,4.4,5.239,187.817,187.35,189.375,178.55
1/10/2007 1:00,4.413,7.433,4.54,4.645,198.075,197.317,202.25,191.258
1/10/2007 2:00,3.476,6.499,4.541,4.564,202.717,208.358,208.417,208.083
1/10/2007 3:00,4.539,6.653,4.511,5.58,218.542,211,219.208,209.375
1/10/2007 4:00,5.288,9.264,5.321,6.221,220.158,207.967,219.333,211.867
1/10/2007 5:00,4.449,8.011,5.638,5.012,224.708,212.2,219.283,219.992
1/10/2007 6:00,4.468,8.279,4.816,5.326,227.642,213.925,227.267,221.033
1/10/2007 7:00,2.566,6.347,3.989,4.08,233.117,220.042,229.792,217.508
1/10/2007 8:00,2.635,6.288,3.279,4.398,227.183,213.342,233.925,213.3
1/10/2007 9:00,3.034,6.272,6.221,5.759,236.017,208.733,218.35,222.433
1/10/2007 10:00,5.691,7.593,8.172,8.076,224.575,212.375,212.708,221.25
1/10/2007 11:00,6.683,8.382,9.336,8.549,214.667,214.817,215.35,209.225
1/10/2007 12:00,7.666,9.209,9.713,9.89,215.192,210.133,213.758,213.892
1/10/2007 13:00,6.936,10.669,10,9.308,218.667,215.5,221.075,215.167
1/10/2007 14:00,6.926,10.913,9.597,8.884,220.558,219.025,223.383,213.267
1/10/2007 15:00,6.698,10.168,9.578,8.158,227.85,217.492,218.05,216.383
1/10/2007 16:00,6.459,8.838,8.409,8.227,219.583,213.017,217.358,202.783
1/10/2007 17:00,5.597,7.888,7.874,7.592,191.533,211.25,215.458,185.775
1/10/2007 18:00,5.15,7.977,7.269,6.673,193.175,207.467,197.933,184.833
1/10/2007 19:00,4.913,8.2,6.822,6.22,191.992,205.775,191.908,185.892
1/10/2007 20:00,4.171,7.25,6.498,7.175,183.583,208.942,194.45,188.633
1/10/2007 21:00,4.116,7.141,5.383,7.517,198.592,203.933,192.75,198.558
1/10/2007 22:00,5.204,7.247,5.691,7.791,201.242,209.425,203.233,200.425
1/10/2007 23:00,5.271,7.222,7.308,6.977,195.458,206.375,203.05,194.525
1/11/2007 0:00,5.902,6.408,7.472,6.312,215.958,206.733,197.683,198.442
1/11/2007 1:00,6.895,5.845,6.659,6.679,216.917,215.8,215.642,208.925
1/11/2007 2:00,5.741,8.134,5.235,5.772,216.467,228.217,229.617,207.992
1/11/2007 3:00,5.519,8.465,4.012,4.062,212.125,229.058,224.75,242.525
1/11/2007 4:00,5.077,8.413,3.878,3.351,212.408,227.192,217.042,214.292
1/11/2007 5:00,3.48,6.523,3.838,1.364,216.733,234.425,217.092,223.417
1/11/2007 6:00,3.61,7.005,4.511,3.505,275.775,244.033,218.592,231
1/11/2007 7:00,3.435,7.054,5.287,4.343,262.283,228.058,223.992,236.083
1/11/2007 8:00,5.058,6.743,4.939,4.932,242.725,217.567,225.933,221.742
1/11/2007 9:00,6.785,7.183,4.715,9.04,230.117,228.042,247.733,231.158
1/11/2007 10:00,6.846,6.178,4.753,8.039,228.933,230.175,231.433,223.642
1/11/2007 11:00,7.864,6.156,7.45,9.626,222.892,212.3,226.083,220.433
1/11/2007 12:00,9.598,9.037,9.059,11.078,224.833,231.667,227.633,229.608
1/11/2007 13:00,11.63,8.8,9.352,11.924,234.9,234.608,234.8,237.35
1/11/2007 14:00,10.573,9.051,10.313,13.021,250.242,231.667,239.917,238.667
1/11/2007 15:00,10.85,10.406,10.342,10.613,252.017,233.825,237.675,246.975
1/11/2007 16:00,9.472,9.614,9.213,9.798,237.058,227.708,230.258,243.375
1/11/2007 17:00,8.568,7.691,8.787,9.013,229.792,228.333,227.675,233.592
1/11/2007 18:00,5.758,6.562,5.372,6.579,211.633,212.867,223.7,216.233
1/11/2007 19:00,4.921,4.638,4.224,5.505,200.708,215.767,217.075,199.125
1/11/2007 20:00,5.38,5.723,5.091,5.888,198.642,204.633,198.492,201.825
1/11/2007 21:00,5.39,6.503,5.935,5.492,196.483,200.558,204.842,191.658
1/11/2007 22:00,4.77,5.727,4.859,6.017,199.325,204.925,207.975,185.133
1/11/2007 23:00,4.523,3.777,3.191,6.036,197.05,222.05,210.65,188.592
1/12/2007 0:00,5.201,4.008,4.825,7.202,196.183,209.55,199.475,186.15
1/12/2007 1:00,4.647,3.955,3.392,5.87,200.225,226.133,233.125,194.633
1/12/2007 2:00,4.129,4.429,3.51,4.753,218.567,210.242,246.142,203.042
1/12/2007 3:00,3.449,5.074,4.202,4.505,209.767,207.1,221.017,200.517
1/12/2007 4:00,2.062,4.517,3.304,3.925,190.058,205.149,180.617,203.525
1/12/2007 5:00,2.321,7.164,6.934,4.627,176.008,20.528,110.802,180.992
1/12/2007 6:00,2.541,7.608,7.657,4.319,164.508,28.682,26.252,79.345
1/12/2007 7:00,4.913,7.347,7.388,6.65,32.94,36.423,30.975,34.146
1/12/2007 8:00,4.83,6.783,7.601,6.86,39.277,32.351,37.728,43.459
1/12/2007 9:00,5.13,7.227,7.748,6.491,37.685,31.218,31.328,44.902
1/12/2007 10:00,6.452,6.868,7.312,6.671,43.441,32.467,27.774,46.318
1/12/2007 11:00,6.697,6.904,7.355,7.067,36.492,25.217,24.131,37.355
1/12/2007 12:00,6.649,6.442,6.629,6.974,36.68,28.867,25.263,33.172
1/12/2007 13:00,6.138,5.982,6.443,6.822,34.449,20.468,24.843,35
1/12/2007 14:00,6.453,5.794,6.605,6.587,34.369,21.525,24.144,33.768
1/12/2007 15:00,5.962,5.549,6.201,6.264,36.578,20.878,24.081,35.369
1/12/2007 16:00,6.157,5.085,5.86,6.024,34.953,19.783,21.958,32.273
1/12/2007 17:00,6.057,5.04,5.907,6.398,37.322,25.761,26.95,28.777
1/12/2007 18:00,5.921,4.786,5.055,5.95,38.189,31.794,30.403,37.361
1/12/2007 19:00,5.682,4.914,4.721,5.707,38.451,26.609,29.37,38.729
1/12/2007 20:00,5.254,4.324,4.266,5.434,39.263,35.671,31.322,40.968
1/12/2007 21:00,4.564,4.205,3.853,4.812,35.894,33.337,29.072,40.486
1/12/2007 22:00,3.927,3.781,3.285,4.098,37.457,32.146,32.683,40.173
1/12/2007 23:00,3.604,3.279,2.829,3.398,38.785,24.197,22.017,58.561
1/13/2007 0:00,3.481,3.063,3.309,3.556,91.725,93.584,16.736,31.543
1/13/2007 1:00,3.91,3.549,3.112,3.486,35.82,19.538,81.435,133.013
1/13/2007 2:00,3.06,3.391,2.767,3.212,73.343,6.773,14.523,24.915
1/13/2007 3:00,3.084,3.591,3.021,2.922,18.065,11.379,17.251,40.092
1/13/2007 4:00,3.353,3.774,2.762,2.266,294.496,66.153,94.745,21.842
1/13/2007 5:00,3.717,3.494,2.907,2.888,150.121,64.378,122.474,10.726
1/13/2007 6:00,3.818,3.547,2.973,3.333,93.324,33.794,121.786,121.086
1/13/2007 7:00,3.768,3.347,3.002,3.421,5.254,151.554,209.652,64.349
1/13/2007 8:00,3.419,3.143,2.921,3.147,8.972,181.37,62.562,35.968
1/13/2007 9:00,3.121,2.72,2.643,2.919,11.341,13.599,7.018,8.939
1/13/2007 10:00,2.8,2.39,2.44,2.731,70.808,36.628,14.328,8.652
1/13/2007 11:00,2.629,2.415,2.217,2.429,72.891,35.848,17.58,16.686
1/13/2007 12:00,2.022,2.12,2.053,2.304,272.373,14.648,17.707,24.327
1/13/2007 13:00,1.856,1.867,1.924,2.171,354.5,11.767,13.39,28.025
1/13/2007 14:00,1.36,1.464,1.577,1.932,354.5,12.991,43.037,33.241
1/13/2007 15:00,1.311,1.394,1.541,1.812,354.5,23.896,20.913,37.499
1/13/2007 16:00,1.232,1.208,1.533,1.71,354.5,18.894,18.512,38.739
1/13/2007 17:00,0.167,0.88,1.495,1.541,147.708,11.57,47.851,50.57
1/13/2007 18:00,0.259,0.494,1.495,1.366,147.708,11.57,70.257,65.712
1/13/2007 19:00,0.661,0.436,1.149,1.191,354.5,11.57,79.227,80.65
1/13/2007 20:00,0.484,0.123,0.989,0.93,236.333,10.606,81.392,84.547
1/13/2007 21:00,0.537,0.127,0.604,0.615,324.958,8.678,81.317,85.6
1/13/2007 22:00,0.176,0.138,0.563,0.54,177.25,9.642,81.317,85.6
1/13/2007 23:00,0,0.118,0.331,0.414,0,8.678,81.3,85.6
1/14/2007 0:00,0,0.088,0.434,0.429,0,9.642,81.308,85.6
1/14/2007 1:00,0.164,0.222,0.509,0.483,177.25,10.606,70.685,85.6
1/14/2007 2:00,0.301,0.373,0.484,0.387,236.333,11.57,65.362,85.6
1/14/2007 3:00,0.959,0.684,0.544,0.48,354.5,34.362,49.698,67.905
1/14/2007 4:00,1.019,1.455,0.639,0.495,354.5,39.76,35.266,39.556
1/14/2007 5:00,1.111,1.648,0.667,0.487,354.5,34.39,34.703,45.805
1/14/2007 6:00,0.492,1.633,0.685,0.456,354.508,36.293,41.712,44.142
1/14/2007 7:00,0.49,1.609,0.58,0.4,324.958,36.147,40.544,46.103
1/14/2007 8:00,0,1.425,0.607,0.44,29.542,60.833,51.071,55.85
1/14/2007 9:00,0.012,1.377,0.534,0.406,236.342,61.937,53.733,58.86
1/14/2007 10:00,0,1.311,0.542,0.392,0,52.535,53.268,52.63
1/14/2007 11:00,0,1.085,0.411,0.209,0,21.128,136.43,38.504
1/14/2007 12:00,0,1.033,0.428,0,0,27.53,267.498,0
1/14/2007 13:00,0,0.84,0.324,0,0,75.892,39.253,0
1/14/2007 14:00,0,1.103,0.337,0,0,92.945,238.551,0
